antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'AVReceivers&Amplifiers'}),frozenset({'SmartWatches'}),0.005025125628140704,0.04522613065326633,0.005025125628140704,1.0,22.11111111111111,0.004797858639933335,inf,0.9595959595959597
frozenset({'Adapters'}),frozenset({'HDMICables'}),0.005025125628140704,0.03015075376884422,0.005025125628140704,1.0,33.16666666666667,0.004873614302669124,inf,0.9747474747474748
frozenset({'Adapters&Multi-Outlets'}),frozenset({'MixerGrinders'}),0.010050251256281407,0.035175879396984924,0.005025125628140704,0.5,14.214285714285715,0.004671599202040353,1.92964824120603,0.9390862944162437
frozenset({'Adapters&Multi-Outlets'}),frozenset({'PenDrives'}),0.010050251256281407,0.035175879396984924,0.005025125628140704,0.5,14.214285714285715,0.004671599202040353,1.92964824120603,0.9390862944162437
frozenset({'AirFryers'}),frozenset({'ElectricKettles'}),0.005025125628140704,0.020100502512562814,0.005025125628140704,1.0,49.75,0.004924118077826317,inf,0.9848484848484849
frozenset({'AutomobileChargers'}),frozenset({'Lapdesks'}),0.005025125628140704,0.02512562814070352,0.005025125628140704,1.0,39.8,0.004898866190247721,inf,0.9797979797979799
frozenset({'BasicCases'}),frozenset({'Mice'}),0.005025125628140704,0.08542713567839195,0.005025125628140704,1.0,11.705882352941178,0.004595843539304563,inf,0.9191919191919193
frozenset({'SatelliteReceivers'}),frozenset({'BasicMobiles'}),0.010050251256281407,0.020100502512562814,0.005025125628140704,0.5,24.875,0.004823110527511932,1.9597989949748744,0.969543147208122
frozenset({'BatteryChargers'}),frozenset({'RechargeableBatteries'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'RechargeableBatteries'}),frozenset({'BatteryChargers'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'BluetoothAdapters'}),frozenset({'InternalSolidStateDrives'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'InternalSolidStateDrives'}),frozenset({'BluetoothAdapters'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'BluetoothAdapters'}),frozenset({'Mice'}),0.01507537688442211,0.08542713567839195,0.010050251256281407,0.6666666666666667,7.803921568627453,0.008762404989772985,2.7437185929648247,0.885204081632653
frozenset({'BluetoothAdapters'}),frozenset({'USBCables'}),0.01507537688442211,0.19597989949748743,0.005025125628140704,0.33333333333333337,1.7008547008547013,0.0020706547814449134,1.206030150753769,0.4183673469387756
frozenset({'FountainPens'}),frozenset({'BottledInk'}),0.005025125628140704,0.005025125628140704,0.005025125628140704,1.0,199.0,0.0049998737405621075,inf,1.0000000000000002
frozenset({'BottledInk'}),frozenset({'FountainPens'}),0.005025125628140704,0.005025125628140704,0.005025125628140704,1.0,199.0,0.0049998737405621075,inf,1.0000000000000002
frozenset({'Caddies'}),frozenset({'DomeCameras'}),0.005025125628140704,0.01507537688442211,0.005025125628140704,1.0,66.33333333333334,0.004949369965404914,inf,0.9898989898989901
frozenset({'DomeCameras'}),frozenset({'Caddies'}),0.01507537688442211,0.005025125628140704,0.005025125628140704,0.33333333333333337,66.33333333333334,0.004949369965404914,1.492462311557789,1.0
frozenset({'TVWall&CeilingMounts'}),frozenset({'CameraPrivacyCovers'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'CameraPrivacyCovers'}),frozenset({'TVWall&CeilingMounts'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'CameraPrivacyCovers'}),frozenset({'Webcams'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'Webcams'}),frozenset({'CameraPrivacyCovers'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'CanisterVacuums'}),frozenset({'PowerBanks'}),0.005025125628140704,0.035175879396984924,0.005025125628140704,1.0,28.42857142857143,0.004848362415090528,inf,0.9696969696969698
frozenset({'CanisterVacuums'}),frozenset({'SteamIrons'}),0.005025125628140704,0.020100502512562814,0.005025125628140704,1.0,49.75,0.004924118077826317,inf,0.9848484848484849
frozenset({'On-Ear'}),frozenset({'Cases'}),0.01507537688442211,0.010050251256281407,0.005025125628140704,0.33333333333333337,33.16666666666667,0.004873614302669124,1.484924623115578,0.9846938775510203
frozenset({'Cases'}),frozenset({'On-Ear'}),0.010050251256281407,0.01507537688442211,0.005025125628140704,0.5,33.16666666666667,0.004873614302669124,1.9698492462311559,0.9796954314720812
frozenset({'PhoneCharms'}),frozenset({'Cases'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'Cases'}),frozenset({'PhoneCharms'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'ExhaustFans'}),frozenset({'CeilingFans'}),0.005025125628140704,0.02512562814070352,0.005025125628140704,1.0,39.8,0.004898866190247721,inf,0.9797979797979799
frozenset({'StovetopEspressoPots'}),frozenset({'CeilingFans'}),0.005025125628140704,0.02512562814070352,0.005025125628140704,1.0,39.8,0.004898866190247721,inf,0.9797979797979799
frozenset({'Condenser'}),frozenset({'CompleteTripodUnits'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'CompleteTripodUnits'}),frozenset({'Condenser'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'Tabletop&TravelTripods'}),frozenset({'CompleteTripodUnits'}),0.01507537688442211,0.010050251256281407,0.005025125628140704,0.33333333333333337,33.16666666666667,0.004873614302669124,1.484924623115578,0.9846938775510203
frozenset({'CompleteTripodUnits'}),frozenset({'Tabletop&TravelTripods'}),0.010050251256281407,0.01507537688442211,0.005025125628140704,0.5,33.16666666666667,0.004873614302669124,1.9698492462311559,0.9796954314720812
frozenset({'CompositionNotebooks'}),frozenset({'Mice'}),0.005025125628140704,0.08542713567839195,0.005025125628140704,1.0,11.705882352941178,0.004595843539304563,inf,0.9191919191919193
frozenset({'CompositionNotebooks'}),frozenset({'ScreenProtectors'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'ScreenProtectors'}),frozenset({'CompositionNotebooks'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'Condenser'}),frozenset({'In-Ear'}),0.010050251256281407,0.07035175879396985,0.005025125628140704,0.5,7.107142857142858,0.0043180727759400015,1.8592964824120604,0.868020304568528
frozenset({'Condenser'}),frozenset({'SmartTelevisions'}),0.010050251256281407,0.035175879396984924,0.005025125628140704,0.5,14.214285714285715,0.004671599202040353,1.92964824120603,0.9390862944162437
frozenset({'RoboticVacuums'}),frozenset({'CoolingPads'}),0.005025125628140704,0.005025125628140704,0.005025125628140704,1.0,199.0,0.0049998737405621075,inf,1.0000000000000002
frozenset({'CoolingPads'}),frozenset({'RoboticVacuums'}),0.005025125628140704,0.005025125628140704,0.005025125628140704,1.0,199.0,0.0049998737405621075,inf,1.0000000000000002
frozenset({'CordManagement'}),frozenset({'Cradles'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'Cradles'}),frozenset({'CordManagement'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'CordManagement'}),frozenset({'Keyboards'}),0.010050251256281407,0.02512562814070352,0.005025125628140704,0.5,19.9,0.004772606752354739,1.949748743718593,0.9593908629441625
frozenset({'Cradles'}),frozenset({'USBCables'}),0.010050251256281407,0.19597989949748743,0.005025125628140704,0.5,2.5512820512820515,0.003055478397010177,1.6080402010050252,0.6142131979695432
frozenset({'LaptopAccessories'}),frozenset({'DigitalKitchenScales'}),0.01507537688442211,0.03015075376884422,0.005025125628140704,0.33333333333333337,11.055555555555557,0.004570591651725966,1.4547738693467338,0.9234693877551019
frozenset({'LintShavers'}),frozenset({'DigitalKitchenScales'}),0.010050251256281407,0.03015075376884422,0.005025125628140704,0.5,16.583333333333336,0.004722102977197546,1.9396984924623115,0.9492385786802031
frozenset({'EthernetCables'}),frozenset({'DisposableBatteries'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'DisposableBatteries'}),frozenset({'EthernetCables'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'DisposableBatteries'}),frozenset({'Mice'}),0.010050251256281407,0.08542713567839195,0.005025125628140704,0.5,5.852941176470589,0.004166561450468422,1.829145728643216,0.8375634517766497
frozenset({'DisposableBatteries'}),frozenset({'USBCables'}),0.010050251256281407,0.19597989949748743,0.005025125628140704,0.5,2.5512820512820515,0.003055478397010177,1.6080402010050252,0.6142131979695432
frozenset({'DomeCameras'}),frozenset({'GeneralPurposeBatteries&BatteryChargers'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'GeneralPurposeBatteries&BatteryChargers'}),frozenset({'DomeCameras'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'DomeCameras'}),frozenset({'SteamIrons'}),0.01507537688442211,0.020100502512562814,0.005025125628140704,0.33333333333333337,16.583333333333336,0.004722102977197546,1.4698492462311559,0.9540816326530612
frozenset({'StylusPens'}),frozenset({'DomeCameras'}),0.005025125628140704,0.01507537688442211,0.005025125628140704,1.0,66.33333333333334,0.004949369965404914,inf,0.9898989898989901
frozenset({'DomeCameras'}),frozenset({'StylusPens'}),0.01507537688442211,0.005025125628140704,0.005025125628140704,0.33333333333333337,66.33333333333334,0.004949369965404914,1.492462311557789,1.0
frozenset({'EggBoilers'}),frozenset({'DryIrons'}),0.010050251256281407,0.02512562814070352,0.005025125628140704,0.5,19.9,0.004772606752354739,1.949748743718593,0.9593908629441625
frozenset({'VacuumSealers'}),frozenset({'DryIrons'}),0.005025125628140704,0.02512562814070352,0.005025125628140704,1.0,39.8,0.004898866190247721,inf,0.9797979797979799
frozenset({'Gamepads'}),frozenset({'DustCovers'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'DustCovers'}),frozenset({'Gamepads'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'DustCovers'}),frozenset({'Keyboard&MouseSets'}),0.010050251256281407,0.02512562814070352,0.005025125628140704,0.5,19.9,0.004772606752354739,1.949748743718593,0.9593908629441625
frozenset({'Décor'}),frozenset({'Notepads&MemoBooks'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'Notepads&MemoBooks'}),frozenset({'Décor'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'Décor'}),frozenset({'PowerBanks'}),0.010050251256281407,0.035175879396984924,0.005025125628140704,0.5,14.214285714285715,0.004671599202040353,1.92964824120603,0.9390862944162437
frozenset({'WireboundNotebooks'}),frozenset({'Décor'}),0.01507537688442211,0.010050251256281407,0.005025125628140704,0.33333333333333337,33.16666666666667,0.004873614302669124,1.484924623115578,0.9846938775510203
frozenset({'Décor'}),frozenset({'WireboundNotebooks'}),0.010050251256281407,0.01507537688442211,0.005025125628140704,0.5,33.16666666666667,0.004873614302669124,1.9698492462311559,0.9796954314720812
frozenset({'EggBoilers'}),frozenset({'SmartWatches'}),0.010050251256281407,0.04522613065326633,0.005025125628140704,0.5,11.055555555555555,0.004570591651725966,1.9095477386934674,0.9187817258883249
frozenset({'WaterFilters&Purifiers'}),frozenset({'ElectricHeaters'}),0.010050251256281407,0.03015075376884422,0.005025125628140704,0.5,16.583333333333336,0.004722102977197546,1.9396984924623115,0.9492385786802031
frozenset({'HandheldVacuums'}),frozenset({'ElectricKettles'}),0.010050251256281407,0.020100502512562814,0.005025125628140704,0.5,24.875,0.004823110527511932,1.9597989949748744,0.969543147208122
frozenset({'EthernetCables'}),frozenset({'Mice'}),0.010050251256281407,0.08542713567839195,0.010050251256281407,1.0,11.705882352941178,0.009191687078609127,inf,0.9238578680203047
frozenset({'ExhaustFans'}),frozenset({'MixerGrinders'}),0.005025125628140704,0.035175879396984924,0.005025125628140704,1.0,28.42857142857143,0.004848362415090528,inf,0.9696969696969698
frozenset({'HardDiskBags'}),frozenset({'ExternalHardDisks'}),0.020100502512562814,0.03015075376884422,0.010050251256281407,0.5,16.583333333333336,0.009444205954395091,1.9396984924623115,0.958974358974359
frozenset({'ExternalHardDisks'}),frozenset({'HardDiskBags'}),0.03015075376884422,0.020100502512562814,0.010050251256281407,0.33333333333333337,16.583333333333336,0.009444205954395091,1.4698492462311559,0.9689119170984457
frozenset({'Memory'}),frozenset({'ExternalHardDisks'}),0.005025125628140704,0.03015075376884422,0.005025125628140704,1.0,33.16666666666667,0.004873614302669124,inf,0.9747474747474748
frozenset({'MicroSD'}),frozenset({'ExternalMemoryCardReaders'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'ExternalMemoryCardReaders'}),frozenset({'MicroSD'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'ExternalMemoryCardReaders'}),frozenset({'Steam&WindowCleaners'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'Steam&WindowCleaners'}),frozenset({'ExternalMemoryCardReaders'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'HEPAAirPurifiers'}),frozenset({'FanHeaters'}),0.010050251256281407,0.020100502512562814,0.005025125628140704,0.5,24.875,0.004823110527511932,1.9597989949748744,0.969543147208122
frozenset({'OpticalCables'}),frozenset({'FanHeaters'}),0.005025125628140704,0.020100502512562814,0.005025125628140704,1.0,49.75,0.004924118077826317,inf,0.9848484848484849
frozenset({'GamingMice'}),frozenset({'GamingKeyboards'}),0.01507537688442211,0.005025125628140704,0.005025125628140704,0.33333333333333337,66.33333333333334,0.004949369965404914,1.492462311557789,1.0
frozenset({'GamingKeyboards'}),frozenset({'GamingMice'}),0.005025125628140704,0.01507537688442211,0.005025125628140704,1.0,66.33333333333334,0.004949369965404914,inf,0.9898989898989901
frozenset({'GamingMice'}),frozenset({'InternalSolidStateDrives'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'InternalSolidStateDrives'}),frozenset({'GamingMice'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'GamingMice'}),frozenset({'MousePads'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'MousePads'}),frozenset({'GamingMice'}),0.01507537688442211,0.01507537688442211,0.005025125628140704,0.33333333333333337,22.111111111111114,0.004797858639933335,1.477386934673367,0.9693877551020408
frozenset({'GelInkRollerballPens'}),frozenset({'In-Ear'}),0.010050251256281407,0.07035175879396985,0.005025125628140704,0.5,7.107142857142858,0.0043180727759400015,1.8592964824120604,0.868020304568528
frozenset({'GelInkRollerballPens'}),frozenset({'Pens'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'Pens'}),frozenset({'GelInkRollerballPens'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'GeneralPurposeBatteries&BatteryChargers'}),frozenset({'SmartTelevisions'}),0.01507537688442211,0.035175879396984924,0.005025125628140704,0.33333333333333337,9.476190476190478,0.004494835988990177,1.4472361809045227,0.9081632653061223
frozenset({'GeneralPurposeBatteries&BatteryChargers'}),frozenset({'USBCables'}),0.01507537688442211,0.19597989949748743,0.005025125628140704,0.33333333333333337,1.7008547008547013,0.0020706547814449134,1.206030150753769,0.4183673469387756
frozenset({'GraphicTablets'}),frozenset({'Lapdesks'}),0.005025125628140704,0.02512562814070352,0.005025125628140704,1.0,39.8,0.004898866190247721,inf,0.9797979797979799
frozenset({'HandlebarMounts'}),frozenset({'HDMICables'}),0.005025125628140704,0.03015075376884422,0.005025125628140704,1.0,33.16666666666667,0.004873614302669124,inf,0.9747474747474748
frozenset({'SecureDigitalCards'}),frozenset({'HDMICables'}),0.010050251256281407,0.03015075376884422,0.005025125628140704,0.5,16.583333333333336,0.004722102977197546,1.9396984924623115,0.9492385786802031
frozenset({'WireboundNotebooks'}),frozenset({'HDMICables'}),0.01507537688442211,0.03015075376884422,0.005025125628140704,0.33333333333333337,11.055555555555557,0.004570591651725966,1.4547738693467338,0.9234693877551019
frozenset({'OpticalCables'}),frozenset({'HEPAAirPurifiers'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'HEPAAirPurifiers'}),frozenset({'OpticalCables'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'UninterruptedPowerSupplies'}),frozenset({'HEPAAirPurifiers'}),0.005025125628140704,0.010050251256281407,0.005025125628140704,1.0,99.5,0.0049746218529835105,inf,0.994949494949495
frozenset({'HEPAAirPurifiers'}),frozenset({'UninterruptedPowerSupplies'}),0.010050251256281407,0.005025125628140704,0.005025125628140704,0.5,99.5,0.0049746218529835105,1.9899497487437185,1.0
frozenset({'Pop-upToasters'}),frozenset({'HandBlenders'}),0.010050251256281407,0.020100502512562814,0.005025125628140704,0.5,24.875,0.004823110527511932,1.9597989949748744,0.969543147208122
frozenset({'HandheldBags'}),frozenset({'LaundryBaskets'}),0.005025125628140704,0.01507537688442211,0.005025125628140704,1.0,66.33333333333334,0.004949369965404914,inf,0.9898989898989901
frozenset({'LaundryBaskets'}),frozenset({'HandheldBags'}),0.01507537688442211,0.005025125628140704,0.005025125628140704,0.33333333333333337,66.33333333333334,0.004949369965404914,1.492462311557789,1.0
frozenset({'HandheldVacuums'}),frozenset({'JuicerMixerGrinders'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'JuicerMixerGrinders'}),frozenset({'HandheldVacuums'}),0.010050251256281407,0.010050251256281407,0.005025125628140704,0.5,49.75,0.004924118077826317,1.979899497487437,0.9898477157360406
frozenset({'Humidifiers'}),frozenset({'MousePads'}),0.010050251256281407,0.01507537688442211,0.005025125628140704,0.5,33.16666666666667,0.004873614302669124,1.9698492462311559,0.9796954314720812
frozenset({'MousePads'}),frozenset({'Humidifiers'}),0.01507537688442211,0.010050251256281407,0.005025125628140704,0.33333333333333337,33.16666666666667,0.004873614302669124,1.484924623115578,0.9846938775510203
frozenset({'Humidifiers'}),frozenset({'Stands'}),0.010050251256281407,0.035175879396984924,0.005025125628140704,0.5,14.214285714285715,0.004671599202040353,1.92964824120603,0.9390862944162437
frozenset({'Kettle&ToasterSets'}),frozenset({'ImmersionRods'}),0.01507537688442211,0.02512562814070352,0.005025125628140704,0.33333333333333337,13.266666666666667,0.0046463473144617564,1.4623115577889447,0.9387755102040817
frozenset({'On-Ear'}),frozenset({'In-Ear'}),0.01507537688442211,0.07035175879396985,0.005025125628140704,0.33333333333333337,4.738095238095239,0.0039645463498396505,1.3944723618090453,0.8010204081632653
frozenset({'In-Ear'}),frozenset({'USBCables'}),0.07035175879396985,0.19597989949748743,0.02512562814070352,0.35714285714285715,1.8223443223443225,0.01133809752278983,1.2506979341150197,0.48540540540540544
frozenset({'InkjetPrinters'}),frozenset({'InstantWaterHeaters'}),0.005025125628140704,0.035175879396984924,0.005025125628140704,1.0,28.42857142857143,0.004848362415090528,inf,0.9696969696969698
frozenset({'Kettle&ToasterSets'}),frozenset({'InstantWaterHeaters'}),0.01507537688442211,0.035175879396984924,0.005025125628140704,0.33333333333333337,9.476190476190478,0.004494835988990177,1.4472361809045227,0.9081632653061223
frozenset({'StorageWaterHeaters'}),frozenset({'InstantWaterHeaters'}),0.020100502512562814,0.035175879396984924,0.01507537688442211,0.75,21.321428571428573,0.014368324032221408,3.85929648241206,0.9726495726495726
frozenset({'InstantWaterHeaters'}),frozenset({'StorageWaterHeaters'}),0.035175879396984924,0.020100502512562814,0.01507537688442211,0.42857142857142855,21.32142857142857,0.014368324032221408,1.7148241206030153,0.9878472222222223
frozenset({'WaterFilters&Purifiers'}),frozenset({'InstantWaterHeaters'}),0.010050251256281407,0.035175879396984924,0.005025125628140704,0.5,14.214285714285715,0.004671599202040353,1.92964824120603,0.9390862944162437
frozenset({'InternalHardDrives'}),frozenset({'Mice'}),0.005025125628140704,0.08542713567839195,0.005025125628140704,1.0,11.705882352941178,0.004595843539304563,inf,0.9191919191919193
frozenset({'InternalSolidStateDrives'}),frozenset({'SmartWatches'}),0.01507537688442211,0.04522613065326633,0.005025125628140704,0.33333333333333337,7.370370370370371,0.0043433246635185985,1.4321608040201006,0.8775510204081634
frozenset({'InternalSolidStateDrives'}),frozenset({'USBCables'}),0.01507537688442211,0.19597989949748743,0.005025125628140704,0.33333333333333337,1.7008547008547013,0.0020706547814449134,1.206030150753769,0.4183673469387756
